,disease,drug
8297,Joint Infection,metronidazole
8298,Joint Infection,ceftriaxone
8299,Joint Infection,cefazolin
8300,Joint Infection,amikacin
8301,Joint Infection,ceftazidime
8302,Joint Infection,penicillin g sodium
8303,Osteoarthritis,meloxicam
8304,Osteoarthritis,diclofenac
8305,Osteoarthritis,naproxen
8306,Osteoarthritis,ibuprofen
8307,Osteoarthritis,celecoxib
8308,Osteoarthritis,chondroitin / glucosamine
8309,Osteoarthritis,diclofenac
8310,Osteoarthritis,etodolac
8311,Osteoarthritis,prednisone
8312,Osteoarthritis,aspirin
8313,Osteoarthritis,nabumetone
8314,Osteoarthritis,duloxetine
8315,Juvenile Rheumatoid Arthritis,meloxicam
8316,Juvenile Rheumatoid Arthritis,naproxen
8317,Juvenile Rheumatoid Arthritis,prednisone
8318,Juvenile Rheumatoid Arthritis,sulfasalazine
8319,Juvenile Rheumatoid Arthritis,celecoxib
8320,Juvenile Rheumatoid Arthritis,etodolac
8321,Juvenile Rheumatoid Arthritis,aspirin
8322,Juvenile Rheumatoid Arthritis,ibuprofen
8323,Juvenile Rheumatoid Arthritis,dexamethasone
8324,Juvenile Rheumatoid Arthritis,etanercept
8325,Juvenile Rheumatoid Arthritis,oxaprozin
8326,Juvenile Rheumatoid Arthritis,sulindac
8327,Juvenile Rheumatoid Arthritis,meloxicam
8328,Juvenile Rheumatoid Arthritis,naproxen
8329,Juvenile Rheumatoid Arthritis,prednisone
8330,Juvenile Rheumatoid Arthritis,sulfasalazine
8331,Juvenile Rheumatoid Arthritis,celecoxib
8332,Juvenile Rheumatoid Arthritis,etodolac
8333,Juvenile Rheumatoid Arthritis,aspirin
8334,Juvenile Rheumatoid Arthritis,ibuprofen
8335,Juvenile Rheumatoid Arthritis,dexamethasone
8336,Juvenile Rheumatoid Arthritis,etanercept
8337,Juvenile Rheumatoid Arthritis,oxaprozin
8338,Juvenile Rheumatoid Arthritis,sulindac
8339,Juvenile Idiopathic Arthritis,methotrexate
8340,Juvenile Idiopathic Arthritis,etanercept
8341,Juvenile Idiopathic Arthritis,tocilizumab
8342,Juvenile Idiopathic Arthritis,adalimumab
8343,Juvenile Idiopathic Arthritis,canakinumab
8344,Juvenile Idiopathic Arthritis,infliximab
8345,Juvenile Idiopathic Arthritis,abatacept
8346,"Diabetes, Type 1",insulin glargine
8347,"Diabetes, Type 1",insulin lispro
8348,"Diabetes, Type 1",insulin aspart
8349,"Diabetes, Type 1",insulin regular
8350,"Diabetes, Type 1",insulin glulisine
8351,Juvenile Rheumatoid Arthritis,meloxicam
8352,Juvenile Rheumatoid Arthritis,naproxen
8353,Juvenile Rheumatoid Arthritis,prednisone
8354,Juvenile Rheumatoid Arthritis,sulfasalazine
8355,Juvenile Rheumatoid Arthritis,celecoxib
8356,Juvenile Rheumatoid Arthritis,etodolac
8357,Juvenile Rheumatoid Arthritis,aspirin
8358,Juvenile Rheumatoid Arthritis,ibuprofen
8359,Juvenile Rheumatoid Arthritis,dexamethasone
8360,Juvenile Rheumatoid Arthritis,etanercept
8361,Juvenile Rheumatoid Arthritis,oxaprozin
8362,Juvenile Rheumatoid Arthritis,sulindac
8363,Kaposi's Sarcoma,paclitaxel
8364,Kaposi's Sarcoma,vinblastine
8365,Kaposi's Sarcoma,doxorubicin liposomal
8366,Kaposi's Sarcoma,interferon alfa-2b
8367,Kaposi's Sarcoma,alitretinoin
8368,Kawasaki Disease (Mucocutaneous Lymph Node Syndrome),aspirin
8369,Kawasaki Disease (Mucocutaneous Lymph Node Syndrome),immune globulin intravenous
8370,Kawasaki Disease (Mucocutaneous Lymph Node Syndrome),infliximab
8371,Keloids,triamcinolone
8372,Keratitis,prednisolone
8373,Keratitis,dexamethasone / tobramycin
8374,Keratitis,loteprednol
8375,Keratitis,dexamethasone
8376,Keratitis,prednisone
8377,Keratitis,triamcinolone
8378,Keratitis,bacitracin / neomycin / polymyxin b
8379,Keratitis,corticotropin
8380,Keratitis,dexamethasone / neomycin / polymyxin b
8381,Keratitis,prednisolone / sulfacetamide sodium
8382,Keratitis,dexamethasone
8383,Keratitis,hydrocortisone / neomycin / polymyxin b
8384,Dry Eye Disease (Keratoconjunctivitis Sicca),cyclosporine
8385,Dry Eye Disease (Keratoconjunctivitis Sicca),lifitegrast
8386,Dry Eye Disease (Keratoconjunctivitis Sicca),hydroxypropyl methylcellulose
8387,Herpetic Keratitis,trifluridine
8388,Herpetic Keratitis,acyclovir
8389,Keratoconjunctivitis,diclofenac
8390,Keratoconjunctivitis,dexamethasone / neomycin / polymyxin b
8391,Keratoconjunctivitis,prednisolone / sulfacetamide sodium
8392,Keratoconjunctivitis,cromolyn
8393,Keratoconjunctivitis,bacitracin / neomycin / polymyxin b
8394,Keratoconjunctivitis,lodoxamide
8395,Keratoconjunctivitis,gentamicin / prednisolone
8396,Keratoconjunctivitis,hydrocortisone / neomycin / polymyxin b
8397,Keratoconjunctivitis,bacitracin / polymyxin b
8398,Dry Eye Disease (Keratoconjunctivitis Sicca),cyclosporine
8399,Dry Eye Disease (Keratoconjunctivitis Sicca),lifitegrast
8400,Dry Eye Disease (Keratoconjunctivitis Sicca),hydroxypropyl methylcellulose
8401,Keratosis,fluorouracil
8402,Keratosis,imiquimod
8403,Keratosis,diclofenac
8404,Keratosis,collagenase
8405,Keratosis,ingenol
8406,Keratosis,aminolevulinic acid
8407,Keratosis,methyl aminolevulinate
8408,Keratosis,fluorouracil
8409,Keratosis,imiquimod
8410,Keratosis,diclofenac
8411,Keratosis,collagenase
8412,Keratosis,ingenol
8413,Keratosis,aminolevulinic acid
8414,Keratosis,methyl aminolevulinate
8415,Renal Cell Carcinoma,pazopanib
8416,Renal Cell Carcinoma,sunitinib
8417,Renal Cell Carcinoma,axitinib
8418,Renal Cell Carcinoma,nivolumab
8419,Renal Cell Carcinoma,sorafenib
8420,Renal Cell Carcinoma,everolimus
8421,Renal Cell Carcinoma,bevacizumab
8422,Renal Cell Carcinoma,cabozantinib
8423,Renal Cell Carcinoma,medroxyprogesterone
8424,Renal Cell Carcinoma,aldesleukin
8425,Renal Cell Carcinoma,capecitabine
8426,Renal Cell Carcinoma,temsirolimus
8427,Renal Cell Carcinoma,lenvatinib
8428,Renal Failure,furosemide
8429,Renal Failure,torsemide
8430,Renal Failure,ethacrynic acid
8431,Kidney Infections (Pyelonephritis),ciprofloxacin
8432,Kidney Infections (Pyelonephritis),cephalexin
8433,Kidney Infections (Pyelonephritis),sulfamethoxazole / trimethoprim
8434,Kidney Infections (Pyelonephritis),levofloxacin
8435,Kidney Infections (Pyelonephritis),amoxicillin / clavulanate
8436,Kidney Infections (Pyelonephritis),ceftriaxone
8437,Kidney Infections (Pyelonephritis),cefuroxime
8438,Kidney Infections (Pyelonephritis),methenamine
8439,Kidney Infections (Pyelonephritis),cefazolin
8440,Kidney Infections (Pyelonephritis),cefepime
8441,Kidney Infections (Pyelonephritis),cefotaxime
8442,Kidney Infections (Pyelonephritis),cefpodoxime
8443,Nephrolithiasis,potassium citrate
8444,Wilms' Tumor (Nephroblastoma),paclitaxel
8445,Wilms' Tumor (Nephroblastoma),vincristine
8446,Wilms' Tumor (Nephroblastoma),doxorubicin
8447,Wilms' Tumor (Nephroblastoma),cyclophosphamide
8448,Wilms' Tumor (Nephroblastoma),dactinomycin
8449,Infectious Mononucleosis,acyclovir
8450,Klinefelter Syndrome,testosterone
8451,Hyperekplexia,diazepam
8452,Hyperekplexia,clonazepam
8453,Hyperekplexia,divalproex sodium
8454,Hyperekplexia,levetiracetam
8455,Hyperekplexia,valproic acid
8456,Linear IgA Disease,dapsone
8457,Linear IgA Disease,colchicine
8458,Linear IgA Disease,mycophenolate mofetil
8459,Labor Induction,oxytocin
8460,Labor Induction,misoprostol
8461,Labor Induction,dinoprostone
8462,Labor Pain,butorphanol
8463,Labor Pain,oxymorphone
8464,Labor Pain,ropivacaine
8465,Lactation Augmentation,metoclopramide
8466,Lactation Augmentation,metoclopramide
8467,Lactation Suppression,clomiphene
8468,Lactose Intolerance,lactase
8469,Linear IgA Disease,dapsone
8470,Linear IgA Disease,colchicine
8471,Linear IgA Disease,mycophenolate mofetil
8472,Lymphangioleiomyomatosis,sirolimus
8473,Lambert-Eaton Myasthenic Syndrome,amifampridine
8474,Lambert-Eaton Myasthenic Syndrome,amifampridine
8475,Langerhans' Cell Histiocytosis,indomethacin
8476,Laryngopharyngeal Reflux,omeprazole
8477,Laryngopharyngeal Reflux,pantoprazole
8478,Laryngopharyngeal Reflux,ranitidine
8479,Laryngopharyngeal Reflux,lansoprazole
8480,Laryngopharyngeal Reflux,famotidine
8481,Laryngopharyngeal Reflux,aluminum hydroxide / magnesium hydroxide / simethicone
8482,Laryngopharyngeal Reflux,cimetidine
8483,Neuronal Ceroid Lipofuscinosis,cerliponase alfa
8484,Facial Wrinkles,tazarotene
8485,Facial Wrinkles,onabotulinumtoxinA
8486,Facial Wrinkles,abobotulinumtoxinA
8487,Facial Wrinkles,azficel-t
8488,Facial Wrinkles,incobotulinumtoxinA
8489,"Lead Poisoning, Mild",edetate calcium disodium
8490,"Lead Poisoning, Severe",succimer
8491,"Lead Poisoning, Severe",edetate calcium disodium
8492,Plantar Fibromatosis,clobetasol
8493,Plantar Fibromatosis,triamcinolone
8494,Plantar Fibromatosis,clobetasol
8495,Plantar Fibromatosis,triamcinolone
8496,Left Ventricular Dysfunction,carvedilol
8497,Left Ventricular Dysfunction,metoprolol
8498,Left Ventricular Dysfunction,ramipril
8499,Left Ventricular Dysfunction,valsartan
8500,Left Ventricular Dysfunction,enalapril
8501,Left Ventricular Dysfunction,benazepril
8502,Left Ventricular Dysfunction,captopril
8503,Left Ventricular Dysfunction,perindopril
8504,Left Ventricular Dysfunction,quinapril
8505,Left Ventricular Dysfunction,fosinopril
8506,Left Ventricular Dysfunction,moexipril
8507,Left Ventricular Dysfunction,trandolapril
8508,Left Ventricular Dysfunction,carvedilol
8509,Left Ventricular Dysfunction,metoprolol
8510,Left Ventricular Dysfunction,ramipril
8511,Left Ventricular Dysfunction,valsartan
8512,Left Ventricular Dysfunction,enalapril
8513,Left Ventricular Dysfunction,benazepril
8514,Left Ventricular Dysfunction,captopril
8515,Left Ventricular Dysfunction,perindopril
8516,Left Ventricular Dysfunction,quinapril
8517,Left Ventricular Dysfunction,fosinopril
8518,Left Ventricular Dysfunction,moexipril
8519,Left Ventricular Dysfunction,trandolapril
8520,Left Ventricular Dysfunction,carvedilol
8521,Left Ventricular Dysfunction,metoprolol
8522,Left Ventricular Dysfunction,ramipril
8523,Left Ventricular Dysfunction,valsartan
8524,Left Ventricular Dysfunction,enalapril
8525,Left Ventricular Dysfunction,benazepril
8526,Left Ventricular Dysfunction,captopril
8527,Left Ventricular Dysfunction,perindopril
8528,Left Ventricular Dysfunction,quinapril
8529,Left Ventricular Dysfunction,fosinopril
8530,Left Ventricular Dysfunction,moexipril
8531,Left Ventricular Dysfunction,trandolapril
8532,Left Ventriculography,ioversol
8533,Left Ventriculography,iopromide
8534,Legionella Pneumonia,azithromycin
8535,Legionella Pneumonia,clarithromycin
8536,Legionella Pneumonia,erythromycin
8537,Legionella Pneumonia,rifampin
8538,Leishmaniasis,allopurinol
8539,Leishmaniasis,amphotericin b
8540,Leishmaniasis,amphotericin b liposomal
8541,Leishmaniasis,pentamidine
8542,Leishmaniasis,miltefosine
8543,Leishmaniasis,amphotericin b lipid complex
8544,Lemierre's Syndrome,chloramphenicol
8545,Lemierre's Syndrome,metronidazole
8546,Lemierre's Syndrome,clindamycin
8547,Lemierre's Syndrome,cilastatin / imipenem
8548,Lambert-Eaton Myasthenic Syndrome,amifampridine
8549,Lennox-Gastaut Syndrome,clobazam
8550,Lennox-Gastaut Syndrome,rufinamide
8551,Lennox-Gastaut Syndrome,topiramate
8552,Lennox-Gastaut Syndrome,felbamate
8553,Lennox-Gastaut Syndrome,cannabidiol
8554,Leprosy,dapsone
8555,Leprosy,rifampin
8556,Leprosy,clofazimine
8557,"Leprosy, Borderline",rifampin
8558,"Leprosy, Dapsone-Resistant",clofazimine
8559,"Leprosy, Dapsone-Sensitive",clofazimine
8560,"Leprosy, Erythema Nodosum Leprosum",thalidomide
8561,"Leprosy, Erythema Nodosum Leprosum",clofazimine
8562,"Leprosy, Lepromatous",dapsone
8563,"Leprosy, Tuberculoid",rifampin
8564,"Leprosy, Tuberculoid",dapsone
8565,Leptospirosis,ampicillin
8566,Leptospirosis,penicillin g potassium
8567,Leptospirosis,penicillin g sodium
8568,Fatigue,modafinil
8569,Fatigue,methylphenidate
8570,Fatigue,amphetamine / dextroamphetamine
8571,Fatigue,amantadine
8572,Fatigue,dextroamphetamine
8573,Leukemia,prednisone
8574,Leukemia,dexamethasone
8575,Leukemia,cytarabine
8576,Leukemia,dasatinib
8577,Leukemia,idarubicin
8578,Leukemia,triamcinolone
8579,Leukemia,fludarabine
8580,Acute Lymphocytic Leukemia,prednisone
8581,Acute Lymphocytic Leukemia,vincristine
8582,Acute Lymphocytic Leukemia,cyclophosphamide
8583,Acute Lymphocytic Leukemia,methotrexate
8584,Acute Lymphocytic Leukemia,asparaginase escherichia coli
8585,Acute Lymphocytic Leukemia,daunorubicin
8586,Acute Lymphocytic Leukemia,asparaginase erwinia chrysanthemi
8587,Acute Lymphocytic Leukemia,teniposide
8588,Acute Myeloid Leukemia,cytarabine
8589,Acute Myeloid Leukemia,vincristine
8590,Acute Myeloid Leukemia,daunorubicin
8591,Acute Myeloid Leukemia,idarubicin
8592,Acute Myeloid Leukemia,decitabine
8593,Acute Myeloid Leukemia,gemtuzumab
8594,Acute Myeloid Leukemia,midostaurin
8595,Acute Myeloid Leukemia,venetoclax
8596,Acute Myeloid Leukemia,enasidenib
8597,Acute Myeloid Leukemia,cytarabine liposomal / daunorubicin liposomal
8598,Acute Myeloid Leukemia,ivosidenib
8599,Acute Myeloid Leukemia,gilteritinib
8600,Acute Myeloid Leukemia,glasdegib
8601,Acute Lymphocytic Leukemia,prednisone
8602,Acute Lymphocytic Leukemia,vincristine
8603,Acute Lymphocytic Leukemia,cyclophosphamide
8604,Acute Lymphocytic Leukemia,methotrexate
8605,Acute Lymphocytic Leukemia,asparaginase escherichia coli
8606,Acute Lymphocytic Leukemia,daunorubicin
8607,Acute Lymphocytic Leukemia,asparaginase erwinia chrysanthemi
8608,Acute Lymphocytic Leukemia,teniposide
8609,Acute Myeloid Leukemia,cytarabine
8610,Acute Myeloid Leukemia,vincristine
8611,Acute Myeloid Leukemia,daunorubicin
8612,Acute Myeloid Leukemia,idarubicin
8613,Acute Myeloid Leukemia,decitabine
8614,Acute Myeloid Leukemia,gemtuzumab
8615,Acute Myeloid Leukemia,midostaurin
8616,Acute Myeloid Leukemia,venetoclax
8617,Acute Myeloid Leukemia,enasidenib
8618,Acute Myeloid Leukemia,cytarabine liposomal / daunorubicin liposomal
8619,Acute Myeloid Leukemia,ivosidenib
8620,Acute Myeloid Leukemia,gilteritinib
8621,Acute Myeloid Leukemia,glasdegib
8622,Acute Myeloid Leukemia,cytarabine
8623,Acute Myeloid Leukemia,vincristine
8624,Acute Myeloid Leukemia,daunorubicin
8625,Acute Myeloid Leukemia,idarubicin
8626,Acute Myeloid Leukemia,decitabine
8627,Acute Myeloid Leukemia,gemtuzumab
8628,Acute Myeloid Leukemia,midostaurin
8629,Acute Myeloid Leukemia,venetoclax
8630,Acute Myeloid Leukemia,enasidenib
8631,Acute Myeloid Leukemia,cytarabine liposomal / daunorubicin liposomal
8632,Acute Myeloid Leukemia,ivosidenib
8633,Acute Myeloid Leukemia,gilteritinib
8634,Acute Myeloid Leukemia,glasdegib
8635,Acute Promyelocytic Leukemia,tretinoin
8636,Acute Promyelocytic Leukemia,arsenic trioxide
8637,Chronic Eosinophilic Leukemia,imatinib
8638,Chronic Myelogenous Leukemia,imatinib
8639,Chronic Myelogenous Leukemia,hydroxyurea
8640,Chronic Myelogenous Leukemia,nilotinib
8641,Chronic Myelogenous Leukemia,dasatinib
8642,Chronic Myelogenous Leukemia,anagrelide
8643,Chronic Myelogenous Leukemia,cyclophosphamide
8644,Chronic Myelogenous Leukemia,bosutinib
8645,Chronic Myelogenous Leukemia,ponatinib
8646,Chronic Myelogenous Leukemia,busulfan
8647,Chronic Myelogenous Leukemia,cytarabine
8648,Chronic Myelogenous Leukemia,fludarabine
8649,Chronic Myelogenous Leukemia,omacetaxine
8650,Chronic Myelogenous Leukemia,peginterferon alfa-2b
8651,Chronic Lymphocytic Leukemia,ibrutinib
8652,Chronic Lymphocytic Leukemia,rituximab
8653,Chronic Lymphocytic Leukemia,cyclophosphamide
8654,Chronic Lymphocytic Leukemia,fludarabine
8655,Chronic Lymphocytic Leukemia,chlorambucil
8656,Chronic Lymphocytic Leukemia,bendamustine
8657,Chronic Lymphocytic Leukemia,idelalisib
8658,Chronic Lymphocytic Leukemia,immune globulin intravenous
8659,Chronic Lymphocytic Leukemia,venetoclax
8660,Chronic Lymphocytic Leukemia,obinutuzumab
8661,Chronic Lymphocytic Leukemia,alemtuzumab
8662,Chronic Lymphocytic Leukemia,ofatumumab
8663,Hairy Cell Leukemia,cladribine
8664,Hairy Cell Leukemia,pentostatin
8665,Hairy Cell Leukemia,interferon alfa-2b
8666,Hairy Cell Leukemia,moxetumomab pasudotox
8667,Meningeal Leukemia,methotrexate
8668,Meningeal Leukemia,cytarabine
8669,Hairy Cell Leukemia,cladribine
8670,Hairy Cell Leukemia,pentostatin
8671,Hairy Cell Leukemia,interferon alfa-2b
8672,Hairy Cell Leukemia,moxetumomab pasudotox
8673,Leukocytoclastic Vasculitis,dapsone
8674,Leukocytoclastic Vasculitis,idarubicin
8675,Lewy Body Dementia,donepezil
8676,Lewy Body Dementia,rivastigmine
8677,Lewy Body Dementia,donepezil
8678,Lewy Body Dementia,rivastigmine
8679,Lhermitte's Sign,gabapentin
8680,Lice,permethrin
8681,Lice,lindane
8682,Lice,piperonyl butoxide / pyrethrins
8683,Lice,spinosad
8684,Lice,permethrin
8685,Lice,lindane
8686,Lice,piperonyl butoxide / pyrethrins
8687,Lice,spinosad
8688,Head Lice,malathion
8689,Head Lice,permethrin
8690,Head Lice,piperonyl butoxide / pyrethrins
8691,Head Lice,ivermectin
8692,Head Lice,spinosad
8693,Head Lice,benzyl alcohol
8694,Head Lice,lindane
8695,Head Lice,sodium chloride
8696,Head Lice,acetic acid
8697,Lice,permethrin
8698,Lice,lindane
8699,Lice,piperonyl butoxide / pyrethrins
8700,Lice,spinosad
8701,Lichen Planus,clobetasol
8702,Lichen Planus,triamcinolone
8703,Lichen Planus,prednisone
8704,Lichen Planus,triamcinolone
8705,Lichen Planus,betamethasone
8706,Lichen Planus,fluocinonide
8707,Lichen Sclerosus,clobetasol
8708,Lichen Sclerosus,fluocinolone
8709,Lichen Sclerosus,betamethasone
8710,Lichen Sclerosus,triamcinolone
8711,Lichen Sclerosus,prednisone
8712,Lichen Sclerosus,fluticasone
8713,Lichen Sclerosus,tretinoin
8714,Lichen Simplex Chronicus,triamcinolone
8715,Lichen Simplex Chronicus,doxepin
8716,Lichen Simplex Chronicus,aloe polysaccharides / iodoquinol
8717,Lichen Simplex Chronicus,triamcinolone
8718,Lichen Simplex Chronicus,doxepin
8719,Lichen Simplex Chronicus,aloe polysaccharides / iodoquinol
8720,Light Anesthesia,midazolam
8721,Light Anesthesia,diazepam
8722,Light Anesthesia,lorazepam
8723,Light Anesthesia,cisatracurium
8724,Light Sedation,diazepam
8725,Light Sedation,midazolam
8726,Light Sedation,promethazine
8727,Light Sedation,chlorpromazine
8728,Light Sedation,meperidine
8729,Light Sedation,chlordiazepoxide
8730,Light Sedation,secobarbital
8731,Light Sedation,levorphanol
8732,Vertigo,meclizine
8733,Vertigo,promethazine
8734,Scleroderma,methotrexate
8735,Scleroderma,prednisone
8736,Scleroderma,cyclophosphamide
8737,Linear IgA Disease,dapsone
8738,Linear IgA Disease,colchicine
8739,Linear IgA Disease,mycophenolate mofetil
8740,Linear IgA Disease,dapsone
8741,Linear IgA Disease,colchicine
8742,Linear IgA Disease,mycophenolate mofetil
8743,Linear IgA Disease,dapsone
8744,Linear IgA Disease,colchicine
8745,Linear IgA Disease,mycophenolate mofetil
8746,High Cholesterol,atorvastatin
8747,High Cholesterol,simvastatin
8748,High Cholesterol,pravastatin
8749,High Cholesterol,rosuvastatin
8750,High Cholesterol,lovastatin
8751,High Cholesterol,ezetimibe
8752,High Cholesterol,gemfibrozil
8753,High Cholesterol,niacin
8754,High Cholesterol,ezetimibe / simvastatin
8755,High Cholesterol,fenofibric acid
8756,Facial Lipoatrophy,poly-l-lactic acid
